road_102137	adjacent	road_102134
road_101301	adjacent	road_92900
road_112728	has_2	food_services
road_94163	adjacent	road_102120
road_90222	adjacent	road_90224
road_90222	has_1	public_service
road_94163	adjacent	road_94164
road_92241	adjacent	road_103764
road_95969	adjacent	road_95968
road_95505	adjacent	road_95501
road_102120	adjacent	road_111969
road_95936	has_1	transport_infrastructure
road_92241	has_7	others
road_102138	weather	clear
road_111370	weather	clear
road_92696	weather	clear
road_102121	adjacent	road_101301
road_93851	adjacent	road_93852
road_94162	weather	clear
road_92881	adjacent	road_92899
road_96484	adjacent	road_96475
road_92690	adjacent	road_92689
road_94159	adjacent	road_98669
road_92900	adjacent	road_90218
road_90225	adjacent	road_90224
road_92877	adjacent	road_92883
road_95570	adjacent	road_95599
road_116097	adjacent	road_116098
road_92691	adjacent	road_92693
road_90222	adjacent	road_116097
road_95070	adjacent	road_90221
road_102121	adjacent	road_92900
road_95936	adjacent	road_95935
road_95506	adjacent	road_95502
road_112103	adjacent	road_112102
road_99882	weather	clear
road_99907	adjacent	road_99903
road_101301	adjacent	road_101302
road_111370	has_1	medical_service
road_101297	weather	clear
road_111370	has_2	food_services
road_93220	adjacent	road_116219
road_92697	adjacent	road_99881
road_102137	adjacent	road_117189
road_98671	adjacent	road_95970
road_99953	has_6	public_service
road_112141	adjacent	road_112142
road_102129	adjacent	road_96761
road_99882	adjacent	road_111973
road_92237	adjacent	road_102138
road_103351	adjacent	road_112101
road_95915	has_2	shopping_mall
road_101301	adjacent	road_102121
road_102121	adjacent	road_92883
road_93852	has_1	food_services
road_99953	weather	clear
road_103764	adjacent	road_103763
road_112102	weather	clear
road_101304	adjacent	road_101306
road_92876	adjacent	road_92881
road_111973	adjacent	road_111974
road_116098	adjacent	road_116099
road_92231	weather	clear
road_95598	adjacent	road_95503
road_95507	weather	clear
road_92876	adjacent	road_92878
road_101302	adjacent	road_101305
road_111380	has_6	public_service
road_95915	adjacent	road_99910
road_95969	adjacent	road_116098
road_104638	has_1	shopping_mall
road_95068	adjacent	road_94164
road_95070	adjacent	road_103765
road_92858	has_10	company
road_111974	has_3	others
road_99910	has_1	transport_infrastructure
road_102137	adjacent	road_102138
road_95506	adjacent	road_95508
road_99909	adjacent	road_99910
road_95504	adjacent	road_95505
road_96485	adjacent	road_96478
road_92694	has_2	accommodation
road_95975	has_1	public_service
road_95503	weather	clear
road_96486	weather	clear
road_95571	weather	clear
road_101303	weather	clear
road_99907	adjacent	road_99902
road_99904	adjacent	road_111974
road_92858	adjacent	road_92878
road_99632	adjacent	road_98662
road_101298	adjacent	road_101297
road_99909	has_4	others
road_99902	adjacent	road_99903
road_95969	weather	clear
road_96475	weather	clear
road_116100	weather	clear
road_101300	adjacent	road_101305
road_99910	has_1	food_services
road_116221	adjacent	road_95599
road_112142	adjacent	road_112140
road_95507	adjacent	road_95934
road_92691	adjacent	road_92690
road_101305	adjacent	road_101300
road_92899	weather	clear
road_112102	adjacent	road_112103
road_95507	adjacent	road_95502
road_99909	has_8	food_services
road_112138	weather	clear
road_92691	adjacent	road_92689
road_95598	adjacent	road_95599
road_92241	has_1	accommodation
road_99880	weather	clear
road_99629	adjacent	road_99628
road_98669	adjacent	road_98670
road_90222	adjacent	road_90223
road_95970	weather	clear
road_111370	adjacent	road_111969
road_111969	adjacent	road_102120
road_101306	weather	clear
road_96478	weather	clear
road_92697	adjacent	road_92694
road_95975	adjacent	road_97349
road_103351	adjacent	road_112103
road_92878	adjacent	road_92858
road_99627	has_2	public_service
road_92856	has_1	public_service
road_101298	adjacent	road_101300
road_102121	weather	clear
road_98672	adjacent	road_99628
road_99902	adjacent	road_99881
road_101302	adjacent	road_101303
road_99953	adjacent	road_116100
road_101297	adjacent	road_101298
road_98671	adjacent	road_98672
road_92696	has_2	accommodation
road_111370	has_5	others
road_95072	adjacent	road_95071
road_95933	adjacent	road_95503
road_92696	adjacent	road_92695
road_94163	adjacent	road_94162
road_102134	has_23	others
road_99627	adjacent	road_98672
road_111380	adjacent	road_92237
road_104638	has_1	medical_service
road_99905	adjacent	road_95915
road_92241	adjacent	road_112746
road_98672	adjacent	road_99629
road_101298	adjacent	road_93851
road_112103	adjacent	road_103351
road_111380	has_15	company
road_112140	weather	clear
road_95975	has_1	food_services
road_99904	adjacent	road_99903
road_116098	adjacent	road_95969
road_94160	adjacent	road_94161
road_112727	weather	clear
road_117189	adjacent	road_102137
road_99627	has_2	food_services
road_102134	has_3	accommodation
road_99907	weather	clear
road_99904	adjacent	road_99905
road_92696	has_6	company
road_98662	adjacent	road_99631
road_99906	adjacent	road_99907
road_112142	adjacent	road_112141
road_92241	has_1	company
road_92858	has_2	transport_infrastructure
road_92694	has_3	food_services
road_98666	has_3	shopping_mall
road_112141	weather	clear
road_95073	adjacent	road_95071
road_99881	adjacent	road_99902
road_90220	weather	clear
road_94162	adjacent	road_94160
road_93851	weather	clear
road_99905	adjacent	road_99910
road_95935	weather	clear
road_92241	has_11	food_services
road_95508	adjacent	road_95936
road_99630	adjacent	road_98662
road_98671	weather	clear
road_92899	adjacent	road_90218
road_92858	has_11	shopping_mall
road_96761	adjacent	road_96760
road_94164	adjacent	road_95068
road_99627	adjacent	road_99628
road_112671	adjacent	road_102124
road_112102	adjacent	road_112101
road_92696	has_7	food_services
road_92241	has_1	transport_infrastructure
road_95504	has_2	public_service
road_112103	adjacent	road_112101
road_111369	adjacent	road_92692
road_95508	adjacent	road_95506
road_96478	adjacent	road_96486
road_93220	adjacent	road_92858
road_92693	has_2	transport_infrastructure
road_99627	has_4	accommodation
road_92696	has_2	public_service
road_112728	has_2	accommodation
road_99910	has_1	others
road_98669	adjacent	road_98668
road_103764	weather	clear
road_99630	adjacent	road_99631
road_92690	adjacent	road_92694
road_99631	adjacent	road_99632
road_98670	adjacent	road_98669
road_101298	adjacent	road_101299
road_99882	adjacent	road_99880
road_112728	adjacent	road_111974
road_101300	weather	clear
road_98666	adjacent	road_99631
road_101307	adjacent	road_101306
road_99953	has_12	transport_infrastructure
road_90223	adjacent	road_90222
road_95570	adjacent	road_95571
road_111380	has_5	shopping_mall
road_102122	adjacent	road_101297
road_112728	has_5	others
road_102129	adjacent	road_102128
road_98668	has_1	food_services
road_90218	adjacent	road_90220
road_99907	adjacent	road_99910
road_99881	adjacent	road_99880
road_102138	adjacent	road_92237
road_92231	has_4	shopping_mall
road_92693	has_12	company
road_96484	weather	clear
road_95068	adjacent	road_90221
road_95571	adjacent	road_95570
road_99909	has_7	public_service
road_116220	weather	clear
road_112728	weather	clear
road_111974	adjacent	road_99882
road_92883	weather	clear
road_96475	adjacent	road_96484
road_92696	has_1	transport_infrastructure
road_99631	weather	clear
road_95503	adjacent	road_95502
road_102120	adjacent	road_94163
road_92900	weather	clear
road_92693	has_12	food_services
road_94161	weather	clear
road_90224	adjacent	road_90225
road_99630	adjacent	road_98668
road_103351	weather	clear
road_95598	weather	clear
road_99906	adjacent	road_99903
road_95507	adjacent	road_95506
road_116157	adjacent	road_102129
road_99907	adjacent	road_99906
road_95571	adjacent	road_95935
road_95570	adjacent	road_95598
road_112101	adjacent	road_103351
road_95075	adjacent	road_95071
road_112727	adjacent	road_96486
road_112727	adjacent	road_95075
road_92237	has_9	company
road_95915	has_2	medical_service
road_112141	adjacent	road_112727
road_99953	has_19	food_services
road_92692	adjacent	road_111369
road_95075	adjacent	road_112727
road_92692	weather	clear
road_116099	adjacent	road_116097
road_112142	weather	clear
road_102122	adjacent	road_101300
road_95915	has_2	company
road_95503	adjacent	road_95501
road_90217	has_34	food_services
road_95504	has_1	shopping_mall
road_112138	adjacent	road_112139
road_99906	weather	clear
road_95503	adjacent	road_95933
road_92695	weather	clear
road_116099	weather	clear
road_102134	has_4	public_service
road_95071	adjacent	road_95072
road_90220	adjacent	road_90219
road_98662	weather	clear
road_92237	has_1	medical_service
road_96486	adjacent	road_112141
road_101300	adjacent	road_93851
road_97349	adjacent	road_103351
road_90221	adjacent	road_95068
road_99904	adjacent	road_112728
road_103763	adjacent	road_99882
road_90224	adjacent	road_90226
road_99905	adjacent	road_99903
road_95968	adjacent	road_90217
road_92695	adjacent	road_99907
road_103763	weather	clear
road_102123	adjacent	road_102122
road_95505	adjacent	road_95508
road_99902	adjacent	road_92697
road_101299	adjacent	road_101297
road_98670	adjacent	road_94163
road_93851	adjacent	road_90219
road_92692	has_7	others
road_92696	has_3	shopping_mall
road_92688	weather	clear
road_95070	adjacent	road_92689
road_103765	weather	clear
road_90221	adjacent	road_95070
road_90225	adjacent	road_95502
road_90225	adjacent	road_90226
road_90218	adjacent	road_90219
road_92237	has_14	food_services
road_101302	adjacent	road_101304
road_90219	adjacent	road_93851
road_95070	weather	clear
road_95599	adjacent	road_116221
road_92692	has_4	medical_service
road_111370	has_1	public_service
road_99628	adjacent	road_98672
road_102129	adjacent	road_116157
road_95915	has_4	food_services
road_95915	has_2	accommodation
road_95068	adjacent	road_95069
road_102124	adjacent	road_102121
road_92697	weather	clear
road_98668	adjacent	road_98669
road_99907	has_1	company
road_93852	weather	clear
road_95506	adjacent	road_95505
road_94162	adjacent	road_94163
road_92900	adjacent	road_92899
road_116099	adjacent	road_116098
road_111380	weather	clear
road_92237	adjacent	road_111380
road_95501	adjacent	road_95503
road_90218	adjacent	road_92899
road_98666	weather	clear
road_95936	weather	clear
road_94160	adjacent	road_94162
road_92231	has_3	food_services
road_92694	weather	clear
road_101303	adjacent	road_101301
road_94161	adjacent	road_95968
road_116220	has_1	medical_service
road_99909	weather	clear
road_96761	weather	clear
road_95934	adjacent	road_95507
road_99632	adjacent	road_99631
road_104638	has_1	public_service
road_96758	weather	clear
road_90224	weather	clear
road_90217	has_17	medical_service
road_92881	weather	clear
road_102128	adjacent	road_96761
road_111380	has_36	others
road_116221	adjacent	road_102137
road_102124	weather	clear
road_112141	adjacent	road_96486
road_92237	has_2	educational_institution
road_95502	adjacent	road_95507
road_90226	has_1	others
road_103765	adjacent	road_92689
road_93220	adjacent	road_92878
road_101306	adjacent	road_101304
road_95968	weather	clear
road_99907	adjacent	road_99909
road_94159	adjacent	road_94161
road_101302	weather	clear
road_95570	has_2	others
road_102122	adjacent	road_101303
road_101306	adjacent	road_101307
road_95071	adjacent	road_95069
road_96485	weather	clear
road_92231	has_3	public_service
road_90225	weather	clear
road_94164	weather	clear
road_101305	adjacent	road_102123
road_92692	adjacent	road_92693
road_99881	adjacent	road_95073
road_93852	adjacent	road_96475
road_95935	adjacent	road_95936
road_102122	adjacent	road_102123
road_92237	weather	clear
road_95073	adjacent	road_95069
road_95070	adjacent	road_95068
road_90221	weather	clear
road_112103	weather	clear
road_92858	has_5	accommodation
road_90226	adjacent	road_90224
road_99909	adjacent	road_99907
road_92231	has_13	others
road_116221	adjacent	road_117189
road_92241	has_5	shopping_mall
road_111969	weather	clear
road_94162	adjacent	road_94164
road_92694	has_2	company
road_95936	adjacent	road_95508
road_104638	has_1	accommodation
road_101304	adjacent	road_101305
road_99880	adjacent	road_99882
road_92858	has_54	public_service
road_111369	has_1	others
road_99902	adjacent	road_99906
road_102122	weather	clear
road_92694	adjacent	road_92696
road_94161	adjacent	road_94160
road_99910	weather	clear
road_95069	adjacent	road_95068
road_90217	adjacent	road_95969
road_95505	adjacent	road_95504
road_92231	adjacent	road_116220
road_98670	adjacent	road_102120
road_95934	adjacent	road_95933
road_111974	weather	clear
road_90225	adjacent	road_95501
road_95936	has_1	public_service
road_112139	adjacent	road_112140
road_112746	has_1	company
road_103351	adjacent	road_112102
road_116157	adjacent	road_111973
road_98670	weather	clear
road_95501	adjacent	road_95504
road_92878	weather	clear
road_92237	has_14	others
road_98666	adjacent	road_99629
road_112142	adjacent	road_112139
road_99903	adjacent	road_99904
road_92899	adjacent	road_92900
road_112101	adjacent	road_112102
road_90217	has_4	accommodation
road_99953	has_47	others
road_99909	has_4	shopping_mall
road_102137	weather	clear
road_102134	adjacent	road_102138
road_98669	weather	clear
road_112139	adjacent	road_112142
road_98668	weather	clear
road_116100	adjacent	road_99953
road_92689	weather	clear
road_90217	has_1	educational_institution
road_92883	adjacent	road_102124
road_101307	weather	clear
road_95505	adjacent	road_95506
road_95935	adjacent	road_95934
road_112139	adjacent	road_112141
road_117189	adjacent	road_92231
road_102134	has_2	medical_service
road_95502	weather	clear
road_95501	adjacent	road_90225
road_111380	has_8	accommodation
road_95504	has_3	company
road_112138	adjacent	road_112140
road_102129	weather	clear
road_95970	adjacent	road_98671
road_92878	adjacent	road_93220
road_92693	has_8	others
road_99631	adjacent	road_99629
road_116097	adjacent	road_90222
road_99903	adjacent	road_99905
road_93851	adjacent	road_101298
road_99909	adjacent	road_92695
road_92690	adjacent	road_92697
road_111973	adjacent	road_99882
road_96475	adjacent	road_93852
road_116157	weather	clear
road_92237	has_1	accommodation
road_94162	adjacent	road_94161
road_95508	adjacent	road_95505
road_117189	weather	clear
road_99629	adjacent	road_99627
road_111380	has_5	medical_service
road_99903	has_2	others
road_92688	adjacent	road_92691
road_96486	adjacent	road_112727
road_96475	adjacent	road_96478
road_99881	weather	clear
road_92692	adjacent	road_92691
road_99903	weather	clear
road_94159	adjacent	road_94160
road_95502	adjacent	road_95503
road_99629	weather	clear
road_95502	adjacent	road_95501
road_111973	weather	clear
road_95969	adjacent	road_90217
road_90222	has_1	others
road_102134	weather	clear
road_92858	has_1	medical_service
road_111380	has_17	food_services
road_101301	weather	clear
road_104638	adjacent	road_116099
road_90221	adjacent	road_90220
road_96761	adjacent	road_102129
road_95571	adjacent	road_95934
road_92241	adjacent	road_103763
road_92856	weather	clear
road_102124	adjacent	road_112671
road_92693	has_1	educational_institution
road_112139	weather	clear
road_95570	weather	clear
road_111369	adjacent	road_111969
road_92694	has_1	others
road_92692	has_4	shopping_mall
road_103764	adjacent	road_92241
road_116098	adjacent	road_116097
road_95968	adjacent	road_95969
road_95073	adjacent	road_99880
road_94163	weather	clear
road_92691	adjacent	road_92688
road_99910	adjacent	road_92695
road_99882	adjacent	road_95072
road_101300	adjacent	road_102122
road_95071	adjacent	road_95075
road_95504	has_2	transport_infrastructure
road_90224	adjacent	road_90223
road_95502	adjacent	road_95506
road_92689	adjacent	road_95070
road_99627	adjacent	road_99629
road_95073	weather	clear
road_92878	adjacent	road_92876
road_103351	adjacent	road_95975
road_92877	adjacent	road_92878
road_95508	adjacent	road_95935
road_99903	has_1	shopping_mall
road_112101	adjacent	road_112103
road_96478	adjacent	road_96485
road_99903	has_2	transport_infrastructure
road_102124	adjacent	road_92883
road_95075	weather	clear
road_111380	adjacent	road_102138
road_103763	adjacent	road_111974
road_111370	adjacent	road_111369
road_101297	adjacent	road_101303
road_92858	has_13	food_services
road_92883	adjacent	road_92877
road_99880	adjacent	road_95072
road_111380	has_6	transport_infrastructure
road_117189	adjacent	road_116220
road_98672	weather	clear
road_102128	weather	clear
road_92693	has_6	shopping_mall
road_99882	adjacent	road_111974
road_92696	has_2	others
road_102128	adjacent	road_102129
road_98672	adjacent	road_98671
road_95936	has_3	others
road_95935	adjacent	road_95571
road_101302	adjacent	road_101301
road_116099	adjacent	road_104638
road_90226	adjacent	road_90225
road_95504	has_2	food_services
road_95069	weather	clear
road_94163	adjacent	road_98670
road_95975	weather	clear
road_104638	has_6	others
road_95915	adjacent	road_99905
road_99909	has_2	medical_service
road_98672	adjacent	road_99627
road_92690	adjacent	road_92691
road_92231	has_1	accommodation
road_92241	weather	clear
road_111973	adjacent	road_116157
road_98668	has_1	accommodation
road_101299	weather	clear
road_92858	adjacent	road_93220
road_99905	weather	clear
road_90221	adjacent	road_95069
road_90217	weather	clear
road_99881	adjacent	road_92697
road_94159	weather	clear
road_116097	weather	clear
road_94160	adjacent	road_94159
road_95072	adjacent	road_99882
road_112746	weather	clear
road_102123	adjacent	road_101305
road_101304	adjacent	road_101302
road_95068	adjacent	road_103765
road_102134	has_4	transport_infrastructure
road_116097	has_3	shopping_mall
road_95933	adjacent	road_95598
road_90224	adjacent	road_90222
road_102121	adjacent	road_102124
road_111369	adjacent	road_111370
road_95933	adjacent	road_95507
road_92695	adjacent	road_92694
road_95599	weather	clear
road_99632	weather	clear
road_101305	adjacent	road_102122
road_90219	adjacent	road_93852
road_92689	adjacent	road_92688
road_99953	has_9	shopping_mall
road_95598	adjacent	road_95570
road_99627	has_4	company
road_92694	adjacent	road_92695
road_92693	adjacent	road_92692
road_99906	adjacent	road_99902
road_92858	weather	clear
road_112140	adjacent	road_112138
road_92883	adjacent	road_102121
road_101300	adjacent	road_102123
road_98668	adjacent	road_94159
road_95975	adjacent	road_103351
road_99953	has_4	medical_service
road_102137	adjacent	road_116221
road_95068	adjacent	road_95070
road_93852	adjacent	road_90219
road_102122	adjacent	road_101305
road_92231	has_3	medical_service
road_117189	adjacent	road_116221
road_116221	weather	clear
road_92697	adjacent	road_92690
road_102138	adjacent	road_102134
road_90226	weather	clear
road_102134	has_6	company
road_99630	adjacent	road_99628
road_95072	weather	clear
road_90219	adjacent	road_92856
road_111969	adjacent	road_111370
road_94164	adjacent	road_94163
road_90219	adjacent	road_90218
road_96478	adjacent	road_96475
road_99631	adjacent	road_98662
road_101305	adjacent	road_101302
road_99902	has_2	transport_infrastructure
road_92881	adjacent	road_92876
road_99903	adjacent	road_99907
road_102120	adjacent	road_98670
road_90219	adjacent	road_90220
road_99882	adjacent	road_103763
road_92856	has_2	food_services
road_98668	adjacent	road_99628
road_99629	adjacent	road_99631
road_92691	has_1	public_service
road_92689	adjacent	road_103765
road_101304	adjacent	road_101307
road_95970	adjacent	road_94160
road_99632	adjacent	road_99630
road_111974	adjacent	road_112728
road_96758	adjacent	road_96760
road_99909	has_2	transport_infrastructure
road_95501	weather	clear
road_99630	adjacent	road_99632
road_99880	adjacent	road_95073
road_92899	adjacent	road_92881
road_90222	weather	clear
road_92876	weather	clear
road_90223	adjacent	road_90224
road_95503	adjacent	road_90225
road_101307	adjacent	road_101304
road_102120	weather	clear
road_92856	has_1	company
road_99910	adjacent	road_99905
road_96486	adjacent	road_96478
road_95071	weather	clear
road_104638	weather	clear
road_92900	adjacent	road_101301
road_95935	adjacent	road_95508
road_92693	has_19	public_service
road_111969	adjacent	road_111369
road_101299	adjacent	road_101298
road_90226	adjacent	road_116220
road_99629	adjacent	road_98666
road_101305	adjacent	road_101304
road_104638	has_1	food_services
road_116100	adjacent	road_116219
road_111973	adjacent	road_102129
road_112102	adjacent	road_103351
road_112746	has_3	public_service
road_92694	adjacent	road_92690
road_96760	adjacent	road_96758
road_112101	has_1	food_services
road_92689	adjacent	road_92690
road_92688	adjacent	road_92689
road_104638	has_1	transport_infrastructure
road_102134	adjacent	road_102137
road_112101	weather	clear
road_116219	weather	clear
road_103763	adjacent	road_92241
road_97349	weather	clear
road_95506	adjacent	road_95507
road_99880	adjacent	road_99881
road_92878	adjacent	road_92877
road_92697	adjacent	road_99902
road_90218	weather	clear
road_90220	adjacent	road_90221
road_101298	weather	clear
road_92877	adjacent	road_92876
road_112728	has_1	transport_infrastructure
